issn_fisico,issn_virtual,issn_normalizado,texto_espanol,texto_ingles,tokens_espanol,tokens_ingles,apc_monto_original,apc_moneda_original,apc_monto_usd,tasa_usd_utilizada,apc_monto_ppp_usd,apc_tipo,apc_real_disponible,cuartil_sjr_ord,h_index,total_docs,total_docs_3y,total_refs,total_citas_3y,docs_citables_3y,citas_por_doc_2y,refs_por_doc,pct_female,fecha_incorporacion,fecha_actualizacion,Last Full Review Date,num_articulos,semanas_pub,ratio_citas_docs,indice_calidad_costo,apc_monto_usd_zscore,sjr_score_zscore,h_index_zscore,semanas_pub_zscore,apc_monto_usd_minmax,sjr_score_minmax,h_index_minmax,semanas_pub_minmax
2011-2173,2011-2173,2422-3719,otras ciencias agricolas b q4 colombiana horticolas molecular,agricultural biological sciences miscellaneous biochemistry genetics molecular biology horticulture endocrinology diabetes osteoporosis obesity nutrition dyslipidemias medicine internal specialties diseases endocrine glands clinical,8,22,2000.0,EUR,2160.0,1.08,5684.21,observado,True,1,11,0,123,0,80,115,0.54,0.0,0.0,2023-02-24T12:55:55Z,2023-02-24T12:55:55Z,2023-02-24,790,12,0.6504065040650406,0.45264402282903543,0.9715,0.2097,0.4002,-0.617,0.3846,0.0958,0.225,0.093
0120-0283,0120-0283,2145-8553,ciencias tierra medioambientales naturales b q4 geologia,earth planetary sciences miscellaneous geochemistry geohazards geological mapping stratigraphy palaeontology mineralogy science geology,7,13,300.0,EUR,324.0,1.08,852.63,observado,True,1,14,19,84,1083,44,77,0.38,57.0,0.2647,2010-11-16T10:55:31Z,2023-01-24T08:31:24Z,2023-01-24,694,10,0.5238095238095238,0.4847491392508693,-1.2401,0.2867,0.8234,-0.7866,0.0552,0.1032,0.3,0.0698
1900-2386,2624-8611,1900-2386,psicologia incluye relaciones hombre maquina ciencias sociales b avances disciplina social,psychologia cognitive psychology educational developmental clinical psychometrics measurement philosophy religion,11,10,1159.0,EUR,1251.72,1.08,3294.0,observado,True,0,,,,,,,,,,2021-08-31T08:20:59Z,2025-05-16T17:37:47Z,2025-05-16,233,7,,0.4236057575672957,-0.1226,,,-1.041,0.2217,,,0.0349
0120-8462,2500-5375,2500-5375,otras humanidades c filosofia latinoamericana general,latin american philosophy history ideas political thought decoloniality interculturality psychology religion,6,11,1828.24,EUR,1974.5,1.08,5196.05,observado,True,0,,,,,,,,,,2025-12-09T07:35:10Z,2025-12-09T07:35:10Z,2025-12-09,440,16,,0.33939548713948764,0.7481,,,-0.2778,0.3513,,,0.1395
0120-789X,2673-4397,2027-0119,urologia nefrologia medicina clinica ciencias medicas salud c q4 colombiana,neurology clinical medicine oncology translational endourology female urology neurourology lithiasis internal specialties diseases genitourinary system,10,15,1000.0,CHF,1130.0,1.13,2973.68,declarado,True,1,3,48,114,1495,39,90,0.26,31.15,0.4694,2021-08-30T10:22:37Z,2023-04-12T15:03:23Z,2023-04-12,137,7,0.34210526315789475,0.4388511412983309,-0.2692,-0.4581,-0.7284,-1.041,0.1998,0.0319,0.025,0.0349
0120-4211,2797-0965,0120-4211,ciencias quimicas naturales c bistua facultad basicas,basica primary education elementary learning strategies islamic special aspects,7,9,2000.0,EUR,2160.0,1.08,5684.21,observado,True,0,,,,,,,,,,2025-05-08T05:33:59Z,2025-05-08T05:33:59Z,2025-05-08,31,16,,0.3367508961780157,0.9715,,,-0.2778,0.3846,,,0.1395
2539-3804,2539-3804,2539-3804,idiomas literatura humanidades c lenguaje,language sciences linguistics teaching literature romanic languages philology,5,8,1348.15,EUR,1456.0,1.08,3831.58,observado,True,0,,,,,,,,,,2018-10-29T23:48:59Z,2020-08-06T13:43:24Z,2020-08-06,653,30,,0.315990143203953,0.1235,,,0.9093,0.2583,,,0.3023
1794-9998,2007-7149,2256-3067,psicologia incluye terapias aprendizaje habla visual otras discapacidades fisicas mentales ciencias sociales b diversitas perspectivas social,behavioral sciences clinical psychology occupational educational psychosocial philosophy religion,16,9,242.0,EUR,261.36,1.08,687.79,observado,True,0,,,,,,,,,,2021-01-11T09:56:14Z,2021-01-11T09:56:14Z,2021-01-11,0,16,,0.3655414439784531,-1.3156,,,-0.2778,0.044,,,0.1395
2011-7922,2011-2084,2011-7922,psicologia ciencias sociales b q3 mental,psychology miscellaneous psychological neuroscience behaviour psychiatry neurology health philosophy religion,6,10,2640.0,EUR,2851.2,1.08,7503.16,observado,True,2,23,20,69,1042,90,65,1.15,52.1,0.375,2025-11-28T08:15:51Z,2025-11-28T08:15:51Z,2025-11-28,467,26,1.3043478260869565,0.4755263824756406,1.8042,2.3028,2.0931,0.5701,0.5086,0.2961,0.525,0.2558
2145-4426,2453-675X,2145-7778,ciencias sociales interdisciplinaria otras c trilogia ciencia tecnologia sociedad scientific,about technologies technology technics industry education,10,6,315.0,EUR,340.2,1.08,895.26,declarado,True,0,,,,,,,,,,2016-05-06T10:12:12Z,2022-02-13T18:20:38Z,2022-02-13,62,4,,0.4378315821256168,-1.2206,,,-1.2954,0.0581,,,0.0
0121-5051,0121-5051,0121-5051,economia negocios ciencias sociales b q4 innovar administrativas social,accounting marketing public administration sociology political science strategy management business social sciences finance organization commerce,9,15,2000.0,EUR,2160.0,1.08,5684.21,observado,True,1,20,46,133,3058,91,120,0.61,66.48,0.49479999999999996,2010-07-27T10:45:37Z,2021-02-16T07:11:15Z,2021-02-16,1476,53,0.6842105263157895,0.3316176501862109,0.9715,-0.1499,1.6699,2.8596,0.3846,0.0614,0.45,0.5698
0121-5612,0121-5612,1900-6004,ciencias politicas sociales a1 q1 q3 colombia internacional direitos humanos da human social,history political science relations sociology arts humanities social sciences inter direito ufrj right rights environment,13,15,2140.37,EUR,2311.6,1.08,6083.16,observado,True,4,18,20,85,1414,68,85,0.6,70.7,0.5294,2022-07-23T07:10:06Z,2022-07-23T07:10:06Z,2022-07-23,79,12,0.8,0.5864533853343196,1.1542,0.993,1.3877,-0.617,0.4118,0.1708,0.4,0.093
0124-5376,1657-0448,2539-200X,otras biologias ciencias biologicas naturales b q4 biota colombiana artificial virtual general,dermatology surgery medicine intelligence practical innovative uses iot networks smart objects cyber physical systems augmented reality enabled devices science mathematics instruments machines electronic computers computer software technology cybernetics,12,28,837.19,EUR,904.17,1.08,2379.39,observado,True,1,2,58,123,889,5,91,0.06,15.33,0.5539999999999999,2021-03-29T14:33:59Z,2023-04-12T14:59:19Z,2023-04-12,250,11,0.04065040650406504,0.4265965978183474,-0.5413,-0.7278,-0.8695,-0.7018,0.1593,0.0061,0.0,0.0814
0122-1701,2413-4155,2344-7214,otras ingenierias tecnologias ingenieria tecnologia b,scientia et technica sciences technology medicine engineering materials physics science,6,10,1139.73,EUR,1230.91,1.08,3239.24,observado,True,0,,,,,,,,,,2020-09-14T16:33:21Z,2023-05-02T09:03:15Z,2023-05-02,607,11,,0.4176309519112938,-0.1477,,,-0.7018,0.2179,,,0.0814
0120-8942,2673-2688,2027-5366,derecho ciencias sociales c dikaion lo justo artificial,intelligence machine learning robotics fuzzy logic neural networks science mathematics instruments machines electronic computers computer,8,15,682.0,EUR,736.56,1.08,1938.32,observado,True,0,,,,,,,,,,2020-10-21T19:42:31Z,2024-04-10T15:29:29Z,2024-04-10,908,6,,0.43068871201090836,-0.7432,,,-1.1258,0.1292,,,0.0233
1692-3561,2453-675X,1909-9959,otras ciencias agricolas b biotecnologia sector agropecuario agroindustrial scientific,about technologies technology technics industry education,9,6,2232.92,EUR,2411.55,1.08,6346.18,observado,True,0,,,,,,,,,,2016-05-06T10:12:12Z,2022-02-13T18:20:38Z,2022-02-13,62,4,,0.4163220969964666,1.2746,,,-1.2954,0.4297,,,0.0
0034-7426,2357-4100,0034-7426,matematica ciencias naturales c q4 colombiana matematicas social general,mathematics miscellaneous science sociology anthropology political demography sciences,9,8,2331.51,EUR,2518.03,1.08,6626.39,observado,True,1,10,10,38,212,25,38,0.48,21.2,0.0385,2020-10-13T19:59:55Z,2020-10-13T19:59:55Z,2020-10-13,0,20,0.6578947368421053,0.366413383606813,1.4028,0.1198,0.2591,0.0613,0.4488,0.0872,0.2,0.186
2027-2448,2660-6070,2027-2448,otras ciencias sociales c pensamiento americano social general,philosophy humanities political thought sciences education psychology religion,8,8,1828.24,EUR,1974.5,1.08,5196.05,observado,True,0,,,,,,,,,,2022-02-14T10:27:48Z,2022-08-26T22:40:45Z,2022-08-26,117,36,,0.2922757555416304,0.7481,,,1.4181,0.3513,,,0.3721
2011-3188,2215-969X,2215-969X,arquitectura urbanismo arte humanidades c dearquitectura dearq urbanism,architecture architectural projects fine arts,8,5,2838.0,EUR,3065.04,1.08,8065.89,observado,True,0,,,,,,,,,,2017-08-30T20:51:57Z,2023-03-13T15:12:11Z,2023-03-13,475,24,,0.3046108443817761,2.0618,,,0.4005,0.547,,,0.2326
0122-0667,2998-4971,2539-5203,medicina clinica ciencias medicas salud c medica risaralda human,medicine biomedical science health translational clinical practice,9,7,300.0,EUR,324.0,1.08,852.63,observado,True,0,,,,,,,,,,2026-02-25T15:09:33Z,2026-02-25T15:09:33Z,,60,14,,0.3683749839702793,-1.2401,,,-0.4474,0.0552,,,0.1163
0304-3584,2705-3822,2145-7166,ciencias biologicas naturales c actualidades molecular general,biologicas biological biotechnology cell biology medical sciences medicine science,7,9,2648.07,EUR,2859.92,1.08,7526.11,observado,True,0,,,,,,,,,,2024-05-31T21:19:15Z,2024-05-31T21:19:15Z,2024-05-31,0,10,,0.40189638577190395,1.8147,,,-0.7866,0.5102,,,0.0698
1692-6013,0719-529X,2500-8692,otras ciencias sociales c q4 especializada sociologia juridica social general,history political science relations arts humanities social sciences novum jus politica epistemology chilhood gender child abuse sociology,10,17,2443.03,EUR,2638.47,1.08,6943.34,observado,True,1,3,23,57,1014,4,52,0.08,44.09,0.23079999999999998,2024-01-03T07:55:15Z,2024-01-03T07:55:15Z,2024-01-03,39,30,0.07017543859649122,0.3093902537162637,1.5479,-0.7791,-0.7284,0.9093,0.4704,0.0012,0.025,0.3023
1900-6896,1657-0448,2590-9452,otras humanidades c q4 colombiana molecular general,dermatology surgery medicine bioetica biological biotechnology cell biology medical sciences science,7,11,30000.0,NGN,19.5,0.00065,51.32,declarado,True,1,2,58,123,889,5,91,0.06,15.33,0.5539999999999999,2024-05-31T21:19:15Z,2024-05-31T21:19:15Z,2024-05-31,0,10,0.04065040650406504,0.43800483570712084,-1.6069,-0.7278,-0.8695,-0.7866,0.0006,0.0061,0.0,0.0698
0123-9015,2389-7708,2346-0199,oncologia medicina clinica ciencias medicas salud c q4 colombiana cancerologia vasculitis renal,nephrology medicine arterial hypertension nephritis transplant internal specialties diseases genitourinary system urology,12,12,2400.0,EUR,2592.0,1.08,6821.05,observado,True,1,5,44,122,1381,24,109,0.23,31.39,0.4036,2018-03-03T12:31:23Z,2022-06-22T14:58:14Z,2022-06-22,338,10,0.19672131147540983,0.42070912376861475,1.4919,-0.5095,-0.4463,-0.7866,0.4621,0.027,0.075,0.0698
2027-1786,2007-7149,2500-6517,psicologia incluye terapias aprendizaje habla visual otras discapacidades fisicas mentales ciencias sociales c iberoamericana ciencia tecnologia social,behavioral sciences clinical psychology occupational educational psychosocial philosophy religion,17,9,1828.24,EUR,1974.5,1.08,5196.05,observado,True,0,,,,,,,,,,2021-01-11T09:56:14Z,2021-01-11T09:56:14Z,2021-01-11,0,16,,0.33939548713948764,0.7481,,,-0.2778,0.3513,,,0.1395
2027-2103,2682-4515,2027-2103,arte humanidades b vivienda urbanismo urbanism urban human social,architecture design landscape environmental planning regional development geography anthropology recreation ecology anthropogeography settlements cities sciences communities classes races groups city sociology urbanization country,9,23,661.3,EUR,714.2,1.08,1879.47,observado,True,0,,,,,,,,,,2022-08-04T12:24:16Z,2022-08-04T12:24:16Z,2022-08-04,119,16,,0.35843667046426386,-0.7701,,,-0.2778,0.1252,,,0.1395
2590-843X,1657-0448,2216-1201,otras ciencias sociales b q4 colombiana social general,dermatology surgery medicine psychology history anthropology sociology family development education sciences,8,11,2000.0,EUR,2160.0,1.08,5684.21,observado,True,1,2,58,123,889,5,91,0.06,15.33,0.5539999999999999,2013-09-12T14:52:18Z,2022-03-08T13:27:45Z,2022-03-08,539,24,0.04065040650406504,0.32394020760469633,0.9715,-0.7278,-0.8695,0.4005,0.3846,0.0061,0.0,0.2326
0120-4688,2215-3659,2389-9387,filosofia otras humanidades c praxis filosofica general,philosophy bioethics latin american thinking psychology religion speculative,7,8,2380.0,EUR,2570.4,1.08,6764.21,observado,True,0,,,,,,,,,,2019-05-06T19:04:24Z,2022-10-24T20:13:38Z,2022-10-24,0,12,,0.4014152937174118,1.4659,,,-0.617,0.4582,,,0.093
0120-5927,,0120-5927,ciencias educacion sociales b as,how education english foreign language teaching applied linguistics theory practice literature,5,11,1870.0,EUR,2019.6,1.08,5314.74,observado,True,0,,,,,,,,,,2015-06-15T20:19:50Z,2026-07-30T19:24:05Z,,608,16,,0.3387476120355219,0.8024,,,-0.2778,0.3594,,,0.1395
1657-3412,2007-7149,2346-0253,psicologia ciencias sociales c hispanoamericanos social,behavioral sciences clinical psychology occupational educational psychosocial philosophy religion,6,9,1828.24,EUR,1974.5,1.08,5196.05,observado,True,0,,,,,,,,,,2021-01-11T09:56:14Z,2021-01-11T09:56:14Z,2021-01-11,0,16,,0.33939548713948764,0.7481,,,-0.2778,0.3513,,,0.1395
1657-320X,1648-9144,2339-3874,ciencias salud medicas c archivos medicina experimental general,medicine clinical surgery oncology public health,8,6,1448.6,EUR,1564.49,1.08,4117.08,observado,True,0,,,,,,,,,,2016-10-25T09:25:34Z,2023-08-14T10:00:55Z,2023-08-14,13014,6,,0.42180537903917104,0.2542,,,-1.1258,0.2778,,,0.0233
2723-4215,2776-9399,2665-5837,ciencias sociales interdisciplinaria otras b conocimiento,global security political economy ethics culture transnational issues science relations,6,10,1571.38,EUR,1697.09,1.08,4466.03,observado,True,0,,,,,,,,,,2024-10-29T12:55:49Z,2024-10-29T12:57:07Z,2024-10-29,87,8,,0.4172490565917882,0.4139,,,-0.9562,0.3016,,,0.0465
2389-8186,2389-8194,2389-8194,economia negocios ciencias sociales c perspectiva empresarial social,finance marketing administration business economy sciences commerce,8,7,2838.0,EUR,3065.04,1.08,8065.89,observado,True,0,,,,,,,,,,2020-09-25T15:55:19Z,2020-09-25T15:55:19Z,2020-09-25,0,16,,0.3247541838408696,2.0618,,,-0.2778,0.547,,,0.1395
0120-4483,2665-1327,0120-4483,economia negocios ciencias sociales a2 q3 q4 ensayos sobre social financial,political science relations economics econometrics finance social sciences politica economica economic policy macroeconomics economy development theory demography history conditions,11,19,1828.49,EUR,1974.77,1.08,5196.76,observado,True,2,12,3,5,426,5,4,1.0,142.0,0.3333,2021-11-15T17:18:46Z,2021-11-15T17:18:46Z,2021-11-15,47,48,1.0,0.37627173791740687,0.7484,0.505,0.5413,2.4356,0.3514,0.1241,0.25,0.5116
0120-548X,1900-1649,0120-548X,zoologia ornitologia entomologia ciencias biologicas comportamiento naturales b q4 colombiana general,agricultural biological sciences miscellaneous biologica science biology,11,7,2206.05,EUR,2382.53,1.08,6269.82,observado,True,1,25,47,170,1916,91,159,0.38,40.77,0.35259999999999997,2006-09-29T09:47:18Z,2025-09-27T08:03:59Z,2025-09-27,1763,13,0.5352941176470588,0.42807210192143696,1.2396,0.1711,2.3753,-0.5322,0.4245,0.0921,0.575,0.1047
0120-4661,2357-6448,0120-4661,historia arqueologia humanidades b q4 espacio social human general europe,history political science relations arts humanities social sciences historiography america latin spanish,10,12,1116.0,EUR,1205.28,1.08,3171.79,observado,True,1,3,23,57,1014,4,52,0.08,44.09,0.23079999999999998,2018-12-28T01:37:21Z,2019-01-23T14:09:15Z,2019-01-23,651,25,0.07017543859649122,0.3437941839492132,-0.1785,-0.7791,-0.7284,0.4853,0.2133,0.0012,0.025,0.2442
0124-5376,2539-200X,0124-5376,ciencias biologicas naturales c q3 q4 biota colombiana general,animal science zoology ecology nature landscape conservation evolution behavior systematics plant agricultural biological sciences environmental biology botany biodiversity,9,18,837.19,EUR,904.17,1.08,2379.39,observado,True,2,7,20,71,985,45,70,0.49,49.25,0.3947,2018-10-18T02:01:47Z,2026-06-19T14:37:17Z,,2255,30,0.6338028169014085,0.4013602416068847,-0.5413,0.6976,-0.1641,0.9093,0.1593,0.1425,0.125,0.3023
1794-8932,2183-9468,1794-8932,educacion general incluye capacitacion pedagogia ciencias sociales c visual,sophia architecture city image art practice photography fine arts,9,9,1294.3,EUR,1397.84,1.08,3678.53,observado,True,0,,,,,,,,,,2022-04-04T12:30:07Z,2022-10-13T16:55:40Z,2022-10-13,0,24,,0.3304511345860856,0.0534,,,0.4005,0.2479,,,0.2326
0120-100X,2145-8480,0120-100X,ingenieria procesos quimica tecnologia c q3,philosophy arts humanities ion fuels biofuels engineering materials science chemical physics bioprocess green technologies chemistry,6,15,405.79,EUR,438.25,1.08,1153.29,observado,True,2,3,26,60,530,9,52,0.08,20.38,0.35,2016-10-07T09:30:53Z,2025-06-27T19:11:56Z,2025-06-27,77,24,0.15,0.39291983434227934,-1.1025,-0.3939,-0.7284,0.4005,0.0757,0.0381,0.025,0.2326
2011-4532,2463-1469,2011-4532,sociologia ciencias sociales c iberoamericana desarrollo humano social human general,eleuthera science work development sciences,10,5,1702.2,EUR,1838.38,1.08,4837.84,observado,True,0,,,,,,,,,,2018-11-12T20:42:31Z,2024-05-07T07:04:05Z,2024-05-07,246,30,,0.3091067924626798,0.5841,,,0.9093,0.3269,,,0.3023
0123-9015,2389-7708,0123-9015,oncologia medicina clinica ciencias medicas salud c q4 colombiana cancerologia vasculitis renal,nephrology medicine arterial hypertension nephritis transplant internal specialties diseases genitourinary system urology,12,12,2400.0,EUR,2592.0,1.08,6821.05,observado,True,1,5,44,122,1381,24,109,0.23,31.39,0.4036,2018-03-03T12:31:23Z,2022-06-22T14:58:14Z,2022-06-22,338,10,0.19672131147540983,0.42070912376861475,1.4919,-0.5095,-0.4463,-0.7866,0.4621,0.027,0.075,0.0698
0120-3886,2390-0016,0120-3886,derecho ciencias sociales c q3 facultad politicas general uniform jurisprudence,law social sciences political comparative science,10,6,2443.03,EUR,2638.47,1.08,6943.34,observado,True,2,3,8,71,295,19,71,0.36,36.88,0.22219999999999998,2019-12-19T17:06:12Z,2019-12-19T17:06:12Z,2019-12-19,1499,16,0.2676056338028169,0.38437481191809714,1.5479,0.1198,-0.7284,-0.2778,0.4704,0.0872,0.025,0.1395
0124-2121,2665-2420,0124-2121,educacion general incluye capacitacion pedagogia ciencias sociales b humanismo social,curriculum didactics gender pedagogy education sciences,10,6,2618.0,EUR,2827.44,1.08,7440.63,observado,True,0,,,,,,,,,,2013-07-17T15:30:05Z,2019-09-10T15:14:59Z,2019-09-10,547,16,,0.3277390839349079,1.7755,,,-0.2778,0.5043,,,0.1395
0120-0283,2145-8553,0120-0283,ciencias tierra medioambientales naturales b geologia,geology science,6,2,300.0,EUR,324.0,1.08,852.63,observado,True,0,,,,,,,,,,2016-01-27T18:57:42Z,2019-03-13T16:14:14Z,2019-03-13,0,15,,0.3664692337426591,-1.2401,,,-0.3626,0.0552,,,0.1279
0122-8803,2322-6889,0122-8803,historia arqueologia humanidades c q4 caribe costa central general europe doctrinal,history political science relations arts humanities social sciences historiography rican american latin america spanish philosophy psychology religion theology specific doctrines movements heresies schisms,11,23,1116.0,EUR,1205.28,1.08,3171.79,observado,True,1,3,23,57,1014,4,52,0.08,44.09,0.23079999999999998,2019-04-25T00:54:35Z,2022-09-26T12:59:42Z,2022-09-26,731,8,0.07017543859649122,0.4330724767084365,-0.1785,-0.7791,-0.7284,-0.9562,0.2133,0.0012,0.025,0.0465
1692-5777,2248-8391,1692-5777,ciencias educacion sociales b,gist education learning language bilingualism teaching special aspects literature philology linguistics,4,11,369.55,EUR,399.11,1.08,1050.29,observado,True,0,,,,,,,,,,2018-11-29T15:45:45Z,2019-12-22T16:34:17Z,2019-12-22,0,14,,0.36722432924974063,-1.1497,,,-0.4474,0.0687,,,0.1163
0122-7483,2027-1352,0122-7483,matematicas aplicadas matematica ciencias naturales b universitas general,scientiarum biology physics chemistry mathematics science,8,6,1139.73,EUR,1230.91,1.08,3239.24,observado,True,0,,,,,,,,,,2006-02-21T14:29:08Z,2025-03-24T12:19:02Z,2025-03-24,469,15,,0.35255307139775294,-0.1477,,,-0.3626,0.2179,,,0.1279
2011-5474,,2011-5474,educacion general incluye capacitacion pedagogia ciencias sociales c latinoamericana etnomatematica sociocultural,ethnicity mathematics education history aspects ethnomathematics special science,11,8,1828.24,EUR,1974.5,1.08,5196.05,observado,True,0,,,,,,,,,,2008-10-01T14:50:10Z,2019-09-05T15:17:51Z,2019-09-05,318,28,,0.3114777427197736,0.7481,,,0.7397,0.3513,,,0.2791
1692-6013,2500-8692,1692-6013,otras ciencias sociales c q1 especializada sociologia juridica socio legal social,law sociology political science social sciences novum jus politica,11,9,2443.03,EUR,2638.47,1.08,6943.34,observado,True,4,10,47,140,2344,197,131,1.38,49.87,0.3611,2020-10-09T08:32:56Z,2020-10-09T08:32:56Z,2020-10-09,502,12,1.4071428571428573,0.6772404681481792,1.5479,9.6608,0.2591,-0.617,0.4704,1.0,0.2,0.093
0122-5197,2340-3144,0122-5197,historia arqueologia humanidades b memoria sociedad esic media social,adresearch communication new marketing public relations strategy branding sciences language literature philology linguistics mass,9,14,1996.61,EUR,2156.34,1.08,5674.58,observado,True,0,,,,,,,,,,2022-04-19T13:31:45Z,2022-04-19T13:31:45Z,2022-04-19,260,24,,0.3180431438018158,0.9671,,,0.4005,0.3839,,,0.2326
0124-0579,0120-1867,0124-0579,derecho ciencias sociales b q3 q4 estudios socio juridicos legal social general uniform jurisprudence,law political science relations social sciences society thinking comparative,14,9,1618.67,EUR,1748.16,1.08,4600.42,observado,True,2,4,13,52,576,12,50,0.26,44.31,0.3125,2012-04-11T15:14:10Z,2023-03-28T07:11:16Z,2023-03-28,725,6,0.23076923076923078,0.4704232284419693,0.4754,-0.0472,-0.5873,-1.1258,0.3107,0.0713,0.05,0.0233
0120-2448,1657-0448,0120-2448,otras ciencias medicas salud b q4 medica colombiana human,dermatology surgery medicine biomedical science health translational clinical practice,9,9,300.0,EUR,324.0,1.08,852.63,observado,True,1,2,58,123,889,5,91,0.06,15.33,0.5539999999999999,2026-02-25T15:09:33Z,2026-02-25T15:09:33Z,,60,14,0.04065040650406504,0.37361079293665045,-1.2401,-0.7278,-0.8695,-0.4474,0.0552,0.0061,0.0,0.1163
0122-7238,2256-5248,0122-7238,otras historias humanidades b historia educacion latinoamericana,education history special aspects,7,4,1828.24,EUR,1974.5,1.08,5196.05,observado,True,0,,,,,,,,,,2009-10-27T14:43:44Z,2026-04-21T06:27:37Z,2024-03-12,660,26,,0.31622943843221496,0.7481,,,0.5701,0.3513,,,0.2558
1692-2530,2248-4078,1692-2530,derecho ciencias sociales c juridica general uniform jurisprudence,opinion private law public policy comparative,8,6,3345.32,EUR,3612.95,1.08,9507.76,observado,True,0,,,,,,,,,,2010-07-26T14:40:49Z,2025-08-07T06:59:55Z,2025-08-07,1020,20,,0.30813294585360734,2.7218,,,0.0613,0.6453,,,0.186
1657-4702,2462-859X,1657-4702,filosofia otras humanidades b latinoamericana latinamerican general,bioetica bioethics medical ethics biolaw environmental medicine philosophy psychology religion,7,10,2492.33,EUR,2691.72,1.08,7083.47,observado,True,0,,,,,,,,,,2016-11-03T09:06:35Z,2021-08-16T16:25:36Z,2021-08-16,828,20,,0.3198147239661956,1.6121,,,0.0613,0.48,,,0.186
1692-715X,2027-7679,1692-715X,sociologia ciencias sociales b latinoamericana ninez juventud social general,children adolescents child welfare sciences,9,5,1828.24,EUR,1974.5,1.08,5196.05,observado,True,0,,,,,,,,,,2010-09-01T16:10:39Z,2020-08-17T11:14:26Z,2020-08-17,1485,30,,0.3067089822343822,0.7481,,,0.9093,0.3513,,,0.3023
0120-3347,2145-4604,0120-3347,otros temas medicina clinica ciencias medicas salud b q4 colombiana anestesiologia scientific general civil,anesthesiology pain medicine critical care intensive logi transport logistics warehousing handling vehicle sustainability technology engineering transportation,14,16,150.0,EUR,162.0,1.08,426.32,declarado,True,1,9,41,113,908,51,96,0.54,22.15,0.3846,2024-04-02T13:46:11Z,2026-07-24T16:43:03Z,2026-07-24,208,12,0.45132743362831856,0.4645302027334219,-1.4353,-0.0729,0.1181,-0.617,0.0262,0.0688,0.175,0.093
2011-0324,2665-4814,2011-0324,derecho ciencias sociales b social,cs sociology sciences anthropology political science psychology literature,5,8,990.0,EUR,1069.2,1.08,2813.68,observado,True,0,,,,,,,,,,2013-04-30T16:38:28Z,2024-12-19T08:29:27Z,2024-12-19,546,52,,0.27645179478622145,-0.3425,,,2.7748,0.1889,,,0.5581
0034-7418,1909-6356,0034-7418,farmacologia farmacia medicina basica ciencias medicas salud c q4 colombiana quimico farmaceuticas colombia general,pharmacology medical toxicology pharmaceutics miscellaneous medicine health sciences public nursing environmental education,14,12,2000.0,EUR,2160.0,1.08,5684.21,observado,True,1,9,41,173,1884,61,173,0.28,45.95,0.5242,2022-07-28T13:13:04Z,2022-07-28T13:13:04Z,2022-07-28,261,8,0.35260115606936415,0.44090923156396533,0.9715,-0.2912,0.1181,-0.9562,0.3846,0.0479,0.175,0.0465
1657-7027,0719-5338,1657-7027,salud publica ciencias medicas c q3 q4 gerencia politicas ciencia general,health professions miscellaneous occupational therapy physical sports rehabilitation public environmental speech hearing medicine politica political science relations sociology latin america policy economy,11,22,2443.03,EUR,2638.47,1.08,6943.34,observado,True,2,6,46,89,1864,64,83,0.85,40.52,0.49439999999999995,2024-05-29T07:00:43Z,2024-05-29T07:00:43Z,2024-05-29,0,25,0.7191011235955056,0.3837448935123874,1.5479,0.428,-0.3052,0.4853,0.4704,0.1167,0.1,0.2442
2248-6046,2011-7663,2248-6046,economia negocios ciencias sociales b q4 finanzas social as,accounting economics econometrics finance marketing strategy management business politica economica economic policy history public theory sciences demography science,9,18,1828.49,EUR,1974.77,1.08,5196.76,observado,True,1,10,18,60,888,47,54,0.7,49.33,0.3421,2013-05-09T14:26:33Z,2023-10-26T06:33:15Z,2023-10-26,454,26,0.7833333333333333,0.36321999918886827,0.7484,0.1454,0.2591,0.5701,0.3514,0.0897,0.2,0.2558
1657-320X,1648-9144,1657-320X,ciencias salud medicas c archivos medicina experimental general,medicine clinical surgery oncology public health,8,6,1448.6,EUR,1564.49,1.08,4117.08,observado,True,0,,,,,,,,,,2016-10-25T09:25:34Z,2023-08-14T10:00:55Z,2023-08-14,13014,6,,0.42180537903917104,0.2542,,,-1.1258,0.2778,,,0.0233
0120-159X,2256-5485,0120-159X,temas especiales estudios genero sociales familia sociologia ciencias c q3 q4 colombiana social general,arts humanities miscellaneous social sciences epistemology chilhood gender child abuse sociology,14,11,2505.83,EUR,2706.3,1.08,7121.84,observado,True,2,9,18,78,634,19,74,0.24,35.22,0.4,2024-01-03T07:55:15Z,2024-01-03T07:55:15Z,2024-01-03,39,30,0.24358974358974358,0.3616224979333189,1.6296,-0.5737,0.1181,0.9093,0.4826,0.0209,0.175,0.3023
1692-0279,2256-4322,1692-0279,negocios economia ciencias sociales b ad escuela administracion human social,management minister administration accounting marketing organizational psychology development sciences commerce business,10,11,1932.16,EUR,2086.73,1.08,5491.39,observado,True,0,,,,,,,,,,2013-04-15T15:50:30Z,2020-05-18T11:19:10Z,2020-05-18,267,5,,0.41796707532112887,0.8833,,,-1.2106,0.3715,,,0.0116
