"TXT_ISSN_P","TXT_ISSN_E","TXT_ISSN_L","NME_REVISTA_IN","NRO_ANO","ID_CLAS_REV","PAIS_REV_IN","REG_REV_IN","DEP_REV_IN","COD_DANE_REV_IN","MUN_REV_IN","ID_AREA_CON","NME_ESPECIALIDAD","NME_AREA","NME_GRAN_AREA","ID_INST_EDIT_1","NME_INST_EDIT_1","TIPO_INS_N1_E1","TIPO_INS_N2_E1","TIPO_INS_N3_E1","TIPO_INS_N4_E1","ID_INST_EDIT_2","NME_INST_EDIT_2","TIPO_INS_N1_E2","TIPO_INS_N2_E2","TIPO_INS_N3_E2","TIPO_INS_N4_E2","ID_INST_EDIT_3","NME_INST_EDIT_3","TIPO_INS_N1_E3","TIPO_INS_N2_E3","TIPO_INS_N3_E3","TIPO_INS_N4_E3","ID_REVISTA_P"
"1900-0642",,,"Criterio Libre","2016","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5B01","Economía","Economía y Negocios","Ciencias Sociales","684","UNIVERSIDAD LIBRE DE COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","320"
"0122-0268","1909-0544",,"Revista Mvz Córdoba","2020","B","Colombia","Caribe","Córdoba","23001","Montería","4C01","Ciencias Veterinarias","Ciencias Veterinarias","Ciencias Agrícolas","904","UNIVERSIDAD DE CORDOBA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","487"
"1794-8614",,,"El Artista / The Artist","2010","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","6D","No registra","Arte","Humanidades","533","UNIVERSIDAD DE PAMPLONA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","735"
"0120-4211",,,"Bistua : Revista  De La Facultad De Ciencias Básicas","2017","C","No disponible","No disponible","No disponible",,"No disponible","1D03","Química Física","Ciencias Químicas","Ciencias Naturales","533","UNIVERSIDAD DE PAMPLONA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","632"
"1909-9051",,,"Puente Revista Cientifica Universidad Pontificia Bolivariana Seccional Bucaramanga","2010","C","Colombia","Eje Cafetero","Antioquia","05001","Medellín","2K","No registra","Otras Ingenierías y Tecnologías","Ingeniería y Tecnología","576","UNIVERSIDAD PONTIFICIA BOLIVARIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible",
"0121-0777",,,"El Hombre Y La Máquina","2015","C","No disponible","No disponible","No disponible",,"No disponible","5I","No registra","Otras Ciencias Sociales","Ciencias Sociales","497","UNIVERSIDAD DE SAN BUENAVENTURA CALI","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","400"
"2248-6046","2011-7663",,"Finanzas Y Política Económica","2015","A2","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5B01","Economía","Economía y Negocios","Ciencias Sociales","705","UNIVERSIDAD CATOLICA DE COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,034"
"0304-2847",,,"Revista Facultad Nacional De Agronomía - Medellín","2012","A2","Colombia","Eje Cafetero","Antioquia","05001","Medellín","4E","No registra","Otras Ciencias Agrícolas","Ciencias Agrícolas","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","100"
"0123-1294",,,"Educación Y Educadores","2016","A2","Colombia","Centro Oriente","Cundinamarca","25175","Chía","5C01","Educación General (Incluye Capacitación, Pedagogía)","Ciencias de la Educación","Ciencias Sociales","740","UNIVERSIDAD DE LA SABANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","463"
"1794-631X","2500-5782",,"Revista De Investigaciones","2016","C","Colombia","Eje Cafetero","Quindío","63001","Armenia","1G01","Otras Ciencias Naturales","Otras Ciencias Naturales","Ciencias Naturales","477","UNIVERSIDAD DEL QUINDIO","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","247"
"0124-177X",,,"Gestión Y Ambiente","2019","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5G","No registra","Geografía Social y Económica","Ciencias Sociales","956","UNIVERSIDAD NACIONAL DE COLOMBIA","IES","Universidades","Público","No disponible","5,934","JARDIN BOTANICO DE BOGOTA JOSE CELESTINO MUTIS","Entidades de Gobierno","Municipal","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible","234"
"0123-4641",,,"Colombian Applied Linguistics Journal","2020","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","6B06","Lingüística","Idiomas y Literatura","Humanidades","968","UNIVERSIDAD DISTRITAL FRANCISCO JOSE DE CALDAS","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","301"
"2145-3985",,,"Contextos","2016","C","Colombia","Pacífico","Valle del Cauca","76001","Cali","6E","No registra","Otras Humanidades","Humanidades","497","UNIVERSIDAD DE SAN BUENAVENTURA CALI","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","122"
"2216-1201",,,"Revista Colombiana De Ciencias Sociales","2019","B","Colombia","Eje Cafetero","Antioquia","05001","Medellín","5I01","Ciencias Sociales, Interdisciplinaria","Otras Ciencias Sociales","Ciencias Sociales","901","UNIVERSIDAD CATOLICA LUIS AMIGO","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","548"
"2145-6097",,,"Revista De Investigacion Agraria Ambiental","2016","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","4A06","Agronomía","Agricultura, Silvicultura y Pesca","Ciencias Agrícolas","465","UNIVERSIDAD NACIONAL ABIERTA Y A DISTANCIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","12"
"2215-8812",,,"Textos Y Sentidos","2015","C","Colombia","Eje Cafetero","Risaralda","66001","Pereira","5I02","Otras Ciencias Sociales","Otras Ciencias Sociales","Ciencias Sociales","913","UNIVERSIDAD CATOLICA DE PEREIRA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","40"
"1794-600X",,,"Mision Juridica","2016","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5E01","Derecho","Derecho","Ciencias Sociales","169","UNIVERSIDAD COLEGIO MAYOR DE CUNDINAMARCA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","693"
"0124-0021",,,"Diálogos De Saberes","2012","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5E01","Derecho","Derecho","Ciencias Sociales","684","UNIVERSIDAD LIBRE DE COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","280"
"0121-7372","2462-991X",,"Repertorio De Medicina Y Cirugía","2012","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","3B","No registra","Medicina Clínica","Ciencias Médicas y de la Salud","6,424","SOCIEDAD DE CIRUGIA DE BOGOTA","Otras","Entidades sin ánimo de lucro","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","494"
"1692-715X","2027-7679",,"Revista Latinoamericana De Ciencias Sociales, Niñez Y Juventud","2019","B","Colombia","Eje Cafetero","Caldas","17001","Manizales","5D01","Sociología","Sociología","Ciencias Sociales","1,641","UNIVERSIDAD DE MANIZALES UMANIZALES","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","960"
"0123-2576",,,"Medicina & Laboratorio","2015","B","No disponible","No disponible","No disponible",,"No disponible","3E","No registra","Otras Ciencias Médicas","Ciencias Médicas y de la Salud","6,412","EDITORA MEDICA COLOMBIANA S A","Empresas","Grande","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","917"
"0122-8285",,"2027-534X","Palabra Clave","2022","A2","Colombia","Centro Oriente","Cundinamarca","25175","Chía","5H04","Medios y Comunicación Social","Periodismo y Comunicaciones","Ciencias Sociales","740","UNIVERSIDAD DE LA SABANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","125"
"0123-2614",,,"Nova Et Vetera","2012","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5I","No registra","Otras Ciencias Sociales","Ciencias Sociales","1,816","ESCUELA SUPERIOR DE ADMINISTRACION PUBLICA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","265"
"0124-6542",,"2389-7732","Modulo Arquitectura- Cuc","2022","B","Colombia","Caribe","Atlántico","08001","Barranquilla","6D07","Arquitectura y Urbanismo","Arte","Humanidades","602","CORPORACION UNIVERSIDAD DE LA COSTA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","801"
"1657-6535",,,"Precedente","2015","C","No disponible","No disponible","No disponible",,"No disponible","5E01","Derecho","Derecho","Ciencias Sociales","505","UNIVERSIDAD ICESI","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","678"
"1900-0642",,"2323-0886","Criterio Libre","2022","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5B01","Economía","Economía y Negocios","Ciencias Sociales","684","UNIVERSIDAD LIBRE DE COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","320"
"1909-0528",,,"Via Inveniendi Et Iudicandi Revista Virtual","2019","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","5E","No registra","Derecho","Ciencias Sociales","675","UNIVERSIDAD SANTO TOMAS","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","408"
"2011-2173",,,"Revista Colombiana De Ciencias Hortícolas","2017","B","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","4E01","Otras Ciencias Agrícolas","Otras Ciencias Agrícolas","Ciencias Agrícolas","4,475","SOCIEDAD COLOMBIANA DE CIENCIAS HORTICOLAS","Otras","Entidades sin ánimo de lucro","Privado","No disponible","930","UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible","927"
"0124-0099",,,"Dictamen Libre","2019","C","No disponible","No disponible","No disponible",,"No disponible","5B","No registra","Economía y Negocios","Ciencias Sociales","684","UNIVERSIDAD LIBRE DE COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","1,044"
"2145-3535","2422-3271",,"Informes Psicológicos","2020","C","Colombia","Centro Oriente","Santander","68001","Bucaramanga","5A02","Psicología (Incluye Terapias de Aprendizaje, Habla, Visual y Otras Discapacidades Físicas y Mentales)","Psicología","Ciencias Sociales","576","UNIVERSIDAD PONTIFICIA BOLIVARIANA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","435"
"1794-4953",,,"Revista Avancesinvestigacion En Ingenieria","2016","C","Colombia","Distrito Capital","Bogotá, D. C.","11001","Bogotá, D.C.","2K","No registra","Otras Ingenierías y Tecnologías","Ingeniería y Tecnología","684","UNIVERSIDAD LIBRE DE COLOMBIA","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","734"
"2216-0159","2462-8603",,"Praxis & Saber","2019","C","Colombia","Centro Oriente","Boyacá","15001","Tunja","5C01","Educación General (Incluye Capacitación, Pedagogía)","Ciencias de la Educación","Ciencias Sociales","930","UNIVERSIDAD PEDAGOGICA Y TECNOLOGICA DE COLOMBIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","14"
"1692-5858",,,"Encuentros","2019","B","Colombia","Caribe","Atlántico","08001","Barranquilla","5H04","Medios y Comunicación Social","Periodismo y Comunicaciones","Ciencias Sociales","600","UNIVERSIDAD AUTONOMA DEL CARIBE","IES","Universidades","Privado","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","578"
"0120-095X",,,"Revista Uis Humanidades","2013","C","No disponible","No disponible","No disponible",,"No disponible","6E01","Otras Humanidades","Otras Humanidades","Humanidades","615","UNIVERSIDAD INDUSTRIAL DE SANTANDER","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","306"
"0124-4108","2248-454x",,"Perspectivas En Nutrición Humana","2015","A2","Colombia","Eje Cafetero","Antioquia","05001","Medellín","3C04","Nutrición y Dietas","Ciencias de la Salud","Ciencias Médicas y de la Salud","883","UNIVERSIDAD DE ANTIOQUIA","IES","Universidades","Público","No disponible",,,"No disponible","No disponible","No disponible","No disponible",,,"No disponible","No disponible","No disponible","No disponible","326"
